Title,Topic,Date,Year,Abs,WORD_COUNT
The Consequences of the Internet for Politics,"ANNUAL REVIEW OF POLITICAL SCIENCE, VOL 15",2012,2012,"Political scientists are only now beginning to come to terms with the importance of the Internet to politics. The most promising way to study the Internet is to look at the role that causal mechanisms such as the lowering of transaction costs, homophilous sorting, and preference falsification play in intermediating between specific aspects of the Internet and political outcomes. This will allow scholars to disentangle the relevant causal relationships and contribute to important present debates over whether the Internet exacerbates polarization in the United States, and whether social media helped pave the way toward the Arab Spring uprisings of 2011. Over time, ever fewer political scientists are likely to study the Internet as such, as it becomes more and more a part of everyday political life. However, integrating the Internet's effects with present debates over politics, and taking proper advantage of the extraordinary data that it can provide, requires good causal arguments and attention to their underlying mechanisms.",
Network Effects and Social Inequality,"ANNUAL REVIEW OF SOCIOLOGY, VOL 38",2012,2012,"Students of social inequality have noted the presence of mechanisms militating toward cumulative advantage and increasing inequality. Social scientists have established that individuals' choices are influenced by those of their network peers in many social domains. We suggest that the ubiquity of network effects and tendencies toward cumulative advantage are related. Inequality is exacerbated when effects of individual differences are multiplied by social networks: when persons must decide whether to adopt beneficial practices; when network externalities, social learning, or normative pressures influence adoption decisions; and when networks are homophilous with respect to individual characteristics that predict such decisions. We review evidence from literatures on network effects on technology, labor markets, education, demography, and health; identify several mechanisms through which networks may generate higher levels of inequality than one would expect based on differences in initial endowments alone; consider cases in which network effects may ameliorate inequality; and describe research priorities.",
Interorganizational Collaboration Networks in Economic Development Policy: An Exponential Random Graph Model Analysis,POLICY STUDIES JOURNAL,2012,2012,"Regional economic development competition can be inefficient and destructive because decisions by one governmental unit can impose both externalities on its neighbors. Collaborative networks of multiple stakeholders within and across jurisdictions are an increasingly crucial component of regional economic development. In this article, we focus on the emergence of voluntary and self-organizing network relationships among local governments to address economic development concerns. The motivations and decisions of local actors play a critical role in shaping and implementing regional collaboration. On a micro level, the collaboration choices are shaped by three primary factors: the transaction costs reflected in the configuration of relationships in which an actor is embedded; the organizational similarities (homophily); and the resource dependencies that shape the local actors' preferences for forming relationships with other specific actors. We utilize an exponential random graph model (ERGM) to test hypotheses regarding the most prominent observed patterns of network relationships within and across different organizational sectors. The results demonstrate that both reciprocity and social clustering structures are preferred by both government and nongovernment organizations. These results suggest that interorganizational collaboration for economic development requires more than simple exchange relationships. Rather, network actors may be better served by participating in a densely clustered network that is capable of maintaining credible commitments to collective solutions.",
SENDING AN SOS: HOW SOCIAL SUPPORT NETWORKS CONTRIBUTE TO THE SUCCESS OF BLACK LESBIANS AT PREDOMINANTLY WHITE INSTITUTIONS,BLACK FEMALE UNDERGRADUATES ON CAMPUS: SUCCESSES AND CHALLENGES,2012,2012,"Little is known about the college experiences of Black lesbians at predominantly White institutions (PWIs). The purpose of our study was to explore the social support systems that these students develop in order to be successful. Six women consented to interviews that lasted 45-60 minutes. The results indicate that there are three primary sources of support on campus support, off campus support, and family. With regards to on and off campus support, our participants mostly turned to friends to emotional and appraisal support, family for instrumental support, and campus administrators, faculty, and organizations for informational support. The research also indicated that the women's support networks could be characterized by a great degree of multiplexity and homophily. We conclude the article with recommendations for policy and future research.",
"Homophily, workplace stress and management style",INTERNATIONAL JOURNAL OF PSYCHOLOGY,2012,2012,,
Exponential-family random graph models for valued networks,ELECTRONIC JOURNAL OF STATISTICS,2012,2012,"Exponential-family random graph models (ERGMs) provide a principled and flexible way to model and simulate features common in social networks, such as propensities for homophily, mutuality, and friend-of-a-friend triad closure, through choice of model terms (sufficient statistics). However, those ERGMs modeling the more complex features have, to date, been limited to binary data: presence or absence of ties. Thus, analysis of valued networks, such as those where counts, measurements, or ranks are observed, has necessitated dichotomizing them, losing information and introducing biases.In this work, we generalize ERGMs to valued networks. Focusing on modeling counts, we formulate an ERGM for networks whose ties are counts and discuss issues that arise when moving beyond the binary case. We introduce model terms that generalize and model common social network features for such data and apply these methods to a network dataset whose values are counts of interactions.",
Message Expression Effects in Online Social Communication,JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,2012,2012,"Framed within the O-S-R-O-R (Orientations-Stimulus-Reasoning-Orientations-Response) communication mediation framework, this study examines the bidirectional effects of personal message expression on individuals' cognitive elaboration, message learning, and attitudes when exposed to social campaign messages in blogs (anti-drunk driving). Findings from an online-based experiment, expression of personal message (yes and no), and perceived homophily to message audiences (yes and no) revealed that expressing personal messages significantly affects the amount of cognitive effort expended by individuals and message learnt, but only slightly affects their attitudes. The role of perceived homophily varies; significantly affecting cognitive effort but with no significant effects on learning and attitude. Findings show that even though influence on individual attitudes is insignificant, simultaneously receiving and expressing a message online as compared to being mere receivers of messages may impact thinking and learning of the message, at the least.",
Religiosity of Adolescents and their Friends and Network Associates: Homophily and Associations With Antisocial Behavior,JOURNAL OF RESEARCH ON ADOLESCENCE,2012,2012,"This study assessed the similarity of adolescents and their friends and peer network associates in religiosity and the extent to which these relationships were associated with antisocial behavior. The sample included 1010 Indonesian (480 male, 530 female) 8th (13.37 similar to years) and 10th grade (15.36 similar to years) students. Adolescents were similar to their mutual friends and network associates (identified using Social Cognitive Mapping) in religiosity, and the religiosity of both friends and network associates added to male adolescents' self-religiosity in predicting antisocial behavior; these effects were not present for girls. Peers may associate with others similar to themselves in religiosity and these associations may partially explain why religious boys exhibit low levels of aggressive behavior.",
"Networking in environmental movement organisation coalitions: interest, values or discourse?",ENVIRONMENTAL POLITICS,2012,2012,"Networks of information and resource exchanges between social movement organisations (SMOs) have a dual function. Such networks can support instrumental alliances among very distinct and weakly connected SMOs, but they often support the formation of more tightly-knit social movement and SMO discourse coalitions. What distinguishes an instrumental from a more substantive alliance is the density of networking. The coalescing force in dense networks is not necessarily a collective identity, but the similarity in values (value homophily) or a shared discourse. Evidence from Indonesian environmental activism is used to draw three propositions on networking, value homophily and discursive practices in coalition work: networks tend to be most dense among environmental SMOs that share the same variety of environmentalism; density of interaction in SMO discourse coalitions reveals ongoing framing activities; and environmental SMO discourse coalitions bridge across SMOs with distinct yet compatible environmental values.",
Social networks and cooperation in Hadza hunter-gatherers,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,2012,2012,,
Partner Similarity and Syndicate Formation: Evidence Related to the Korean IPO Market,Journal of Business Research,2012,2012,"This paper examines how syndicates of initial public offerings (IPOs) are formed in the Korean market from the view of similarity-based associations by studying IPOs from 2002 and 2008. The results indicate that book managers are inclined to invite underwriters who have similar reputations and statuses as syndicate members, suggesting that similarity-based homophily among underwriters plays a role in forming the syndicates in the Korean IPO market. Furthermore, book managers with a high reputation and status are less likely to invite other underwriters whereas potential underwriters of high status are more likely to be invited in the syndicate. The syndicate formation of IPOs in the Korean market is also affected by existing ties among underwriters, the industry’s market volatility, and issuing firms’uncertainty.",
The Mediating Role of Flow Experience in Survival Audion Program Viewing,Korean Journal of Broadcasting and Telecommunication Studies,2012,2012,"In the current study, we examine the relation between TV watching and flow experience. We focused on the fact that recent TV viewing is becoming an active behavior with the addition of viewer involvement activities such as SMS vote. We hypothesized that SMS voting, perceived homophily of participants, and perceived fairness of the program would influence the flow experience and that flow would result in viewing satisfaction of survival audition programs. We tested our hypotheses with a survey in which 215 college students with watching experience of survival audition programs participated. Results supported all the hypotheses meaning that TV viewers could experience flow which leads to satisfaction. Although many scholars have believed that TV watching seldom causes flow experience, the results of the current study indicate that TV viewers do experience flow. We believe that more research is needed to explore influential factors involved in the flow experience process.",
SOME DETERMINANTS OF PEER VIOLENCE IN ADOLESCENCE,LJETOPIS SOCIJALNOG RADA,2012,2012,"The article first defines the notion of violence among children and young persons, presents types of violence and the characteristics of individual roles in violent behavior. Then, the period of adolescence when young people undergo many physical, biological, emotional and psychological changes is described. Also, peer influence on an adolescent is described in detail due to its great importance in that period when attitudes and thoughts defining the person in an adult age are formed. The beginning of separation from parents in the search for own identity and autonomy as well as formation of closer relationships with young people outside the family environment with which they can identify, i.e. their peers who become an important factor in adolescents' socialization and a source of support, represent important elements in this process. Peer violence in the adolescence period has certain specific characteristics, such as passage from elementary to middle school in early adolescence and from middle to high school in later phases of adolescent maturation. Violent behavior mostly does not occur in isolated conditions in presence of only a victim and a violator but in front of an auditorium of children in different roles whereby peers have a significant influence on the behavior of actors in the violence among children and young people. The article presents theories which explain in detail the role of other peers in violence among young people: dominance theory, attraction theory and homophily hypothesis. The conclusion provides certain suggestions which could be useful for future research of violence in this age group.",
Mercury by the Numbers,MERCURY POLLUTION: A TRANSDISCIPLINARY TREATMENT,2012,2012,,
Empirical study of the processes of internet Word-of-Mouth within an online community context,PROCEEDING OF 2012 INTERNATIONAL SYMPOSIUM ON MANAGEMENT OF TECHNOLOGY (ISMOT'2012),2012,2012,"With the development of Internet, network is becoming a more and more important channel through which consumers look for product information. But there is very little academic research on how internet information affects consumer behavior. The purpose of this study is to explore the predictors and mechanism of the influence of IWOM in virtual communities. The results show that, expertise of source, homophily, hedonic motivations and perceived search facility were four factors that affect the influence of IWOM. Furthermore, IWOM actively sought and trust have significant mediating effects on the relationship of predictors and the influence of IWOM.",
Inter-ethnic Relations in Russian Schools: a Study Using Network Dyadic Modeling,"Sotsiologiya: metodologiya, metody, matematicheskoe modelirovanie",2012,2012,The article employs multilevel network dyadic modeling ( p2 model) for investigation of inter-ethnic relations in school. Benefits and limitations of the method are discussed. We apply p2 modeling to analyzing adolescent friendship networks in 80 multi-ethnic school classes in St.Petersburg schools.,
Exploring Factors Affecting the Persistence of College Students' Interpersonal Relationship and the Amount of Communication,Speech & Communication,2012,2012,"In the current study, we examine which interpersonal relations persist and how much they talk to each other in face to face and through mobile phones. For that purpose, we surveyed 65 college students taking the same class at the beginning of a semester and at the end of the semester in which we measured their interpersonal relationships and their relational characteristics. It was find that the reciprocity of relations and the amount of self-disclosure significantly affected the persistence of the relations. The amount of conversation in face to face was influenced by the reciprocity of relation, homophily, and relational satisfaction whereas the amount of conversation through mobile phones was influenced by intersexual relations, partner’s self-disclosure, and relational satisfaction.",
Perceived Homophily by the Degree of Self Disclosure among SNS Users,The Journal of the Korea Contents Association,2012,2012,"This study examines perceived homophily by the degree of self disclosure among SNS users. In this research, there were three different groups in terms of the degree of self disclosure among SNS users such as strong, medium and weak self disclosure groups The major results are as follows: Firstly, the higher the degree of self disclosure, the more social network service use. In addition, the higher the degree of self disclosure, the smaller the degree of online activity including blog and mini web page. Secondly, the higher the degree of self disclosure, the higher the degree of socio-demographic homophily. It can be argued that the strong group had much more mean scores than that of medium and weak groups in terms of regions, gender, age and vocation except nationality. Also, the higher the degree of self disclosure, the higher the degree of shared homophily except of political opinion homophily.",
Clustering drives assortativity and community structure in ensembles of networks,PHYSICAL REVIEW E,Dec 20 2011,2011,"Clustering, assortativity, and communities are key features of complex networks. We probe dependencies between these features and find that ensembles of networks with high clustering display both high assortativity by degree and prominent community structure, while ensembles with high assortativity show much less enhancement of the clustering or community structure. Further, clustering can amplify a small homophilic bias for trait assortativity in network ensembles. This marked asymmetry suggests that transitivity could play a larger role than homophily in determining the structure of many complex networks.",
Network Homophily and the Evolution of the Pay-It-Forward Reciprocity,PLOS ONE,Dec 15 2011,2011,"The pay-it-forward reciprocity is a type of cooperative behavior that people who have benefited from others return favors to third parties other than the benefactors, thus pushing forward a cascade of kindness. The phenomenon of the pay-it-forward reciprocity is ubiquitous, yet how it evolves to be part of human sociality has not been fully understood. We develop an evolutionary dynamics model to investigate how network homophily influences the evolution of the pay-it-forward reciprocity. Manipulating the extent to which actors carrying the same behavioral trait are linked in networks, the computer simulation model shows that strong network homophily helps consolidate the adaptive advantage of cooperation, yet introducing some heterophily to the formation of network helps advance cooperation's scale further. Our model enriches the literature of inclusive fitness theory by demonstrating the conditions under which cooperation or reciprocity can be selected for in evolution when social interaction is not confined exclusively to relatives.",
An Experimental Study of Homophily in the Adoption of Health Behavior,SCIENCE,Dec 2 2011,2011,"How does the composition of a population affect the adoption of health behaviors and innovations? Homophily-similarity of social contacts-can increase dyadic-level influence, but it can also force less healthy individuals to interact primarily with one another, thereby excluding them from interactions with healthier, more influential, early adopters. As a result, an important network-level effect of homophily is that the people who are most in need of a health innovation may be among the least likely to adopt it. Despite the importance of this thesis, confounding factors in observational data have made it difficult to test empirically. We report results from a controlled experimental study on the spread of a health innovation through fixed social networks in which the level of homophily was independently varied. We found that homophily significantly increased overall adoption of a new health behavior, especially among those most in need of it.",
Local Convergence and Global Diversity: From Interpersonal to Social Influence,JOURNAL OF CONFLICT RESOLUTION,Dec 2011,2011,"How can minority cultures resist assimilation into a global monolith in an increasingly ""small world""? Paradoxically, Axelrod found that local convergence can actually preserve global diversity if cultural influence is combined with homophily, the principle that ""likes attract."" However, follow-up studies showed that this diversity collapses under random cultural perturbation. The authors discovered a new source of this fragility-the assumption in Axelrod's model that cultural influence is interpersonal (dyadic). The authors replicated previous models but with the more empirically plausible assumption that influence is social-people can be simultaneously influenced by several network neighbors. Computational experiments show that cultural diversity then becomes much more robust than in Axelrod's original model or in published variations that included either social influence or homophily but not both. The authors conclude that global diversity may be sustained not by cultural experimentation and innovation but by the ability of cultural groups to discourage those activities.",
Dynamic social networks promote cooperation in experiments with humans,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Nov 29 2011,2011,"Human populations are both highly cooperative and highly organized. Human interactions are not random but rather are structured in social networks. Importantly, ties in these networks often are dynamic, changing in response to the behavior of one's social partners. This dynamic structure permits an important form of conditional action that has been explored theoretically but has received little empirical attention: People can respond to the cooperation and defection of those around them by making or breaking network links. Here, we present experimental evidence of the power of using strategic link formation and dissolution, and the network modification it entails, to stabilize cooperation in sizable groups. Our experiments explore large-scale cooperation, where subjects' cooperative actions are equally beneficial to all those with whom they interact. Consistent with previous research, we find that cooperation decays over time when social networks are shuffled randomly every round or are fixed across all rounds. We also find that, when networks are dynamic but are updated only infrequently, cooperation again fails. However, when subjects can update their network connections frequently, we see a qualitatively different outcome: Cooperation is maintained at a high level through network rewiring. Subjects preferentially break links with defectors and form new links with cooperators, creating an incentive to cooperate and leading to substantial changes in network structure. Our experiments confirm the predictions of a set of evolutionary game theoretic models and demonstrate the important role that dynamic social networks can play in supporting large- scale human cooperation.",
Leaving us in tiers: can homophily be used to generate tiering effects?,COMPUTATIONAL AND MATHEMATICAL ORGANIZATION THEORY,Nov 2011,2011,"Substantial evidence indicates that our social networks are divided into tiers in which people have a few very close social support group, a larger set of friends, and a much larger number of relatively distant acquaintances. Because homophily-the principle that like seeks like-has been suggested as a mechanism by which people interact, it may also provide a mechanism that generates such frequencies and distributions. However, our multi-agent simulation tool, Construct, suggests that a slight supplement to a knowledge homophily model-the inclusion of several highly salient personal facts that are infrequently shared-can more successfully lead to the tiering behavior often observed in human networks than a simplistic homophily model. Our findings imply that homophily on both general and personal facts is necessary in order to achieve realistic frequencies of interaction and distributions of interaction partners. Implications of the model are discussed, and recommendations are provided for simulation designers seeking to use homophily models to explain human interaction patterns.",
AGE HOMOPHILY IN OLDER ADULTS' SOCIAL NETWORKS,GERONTOLOGIST,Nov 2011,2011,,
Similarity in Depressive Symptoms in Adolescents' Friendship Dyads: Selection or Socialization?,DEVELOPMENTAL PSYCHOLOGY,Nov 2011,2011,"This study examined friendship selection and socialization as mechanisms explaining similarity in depressive symptoms in adolescent same-gender best friend dyads. The sample consisted of 1,752 adolescents (51% male) ages 12-16 years (M = 13.77, SD = 0.73) forming 487 friend dyads and 389 nonfriend dyads (the nonfriend dyads served as a comparison group). To test our hypothesis, we applied a multigroup actor-partner interdependence model to 3 friendship types that started and ended at different time points during the 2 waves of data collection. Results showed that adolescents reported levels of depressive symptoms at follow-up that were similar to those of their best friends. Socialization processes explained the increase in similarity exclusively in female dyads, whereas no evidence for friendship selection emerged for either male or female dyads. Additional analyses revealed that similarity between friends was particularly evident in the actual best friend dyads (i.e., true best friends), in which evidence for socialization processes emerged for both female and male friend dyads. Findings highlight the importance of examining friendship relations as a potential context for the development of depressive symptoms.",
Social Effects on Customer Retention,JOURNAL OF MARKETING,Nov 2011,2011,"This study explores the role of customers' social network in their defection from a service provider. The authors use data on communication among one million customers of a cellular company to create a large-scale social system composed of customers' individual social networks. The study's results indicate that exposure to a defecting neighbor is associated with an increase of 80% in the defection hazard, after controlling for a host of social, personal, and purchase-related variables. This effect is comparable in both magnitude and nature to social effects observed in the highly researched case of product adoption: The extent of social influence on retention decays exponentially over time, and the likelihood of defection is affected by tie strength and homophily with defecting neighbors and by these neighbors' average number of connections. Highly connected customers are more affected, and loyal customers are less affected by defections that occur in their social networks. These results carry important implications for the theoretical understanding of the drivers of customer retention and should be considered by firms that aim to predict and affect customer retention.",
"Homofilia, Selección e Influencia en un Estudio Longitudinal de Drogas en Población Escolar",Psykhe (Santiago),2011-11,2011,"This study seeks to establish levels of peer homogeneity -sometimes called homophily in the literature- in the use of tobacco, alcohol, and marijuana in friendship relations in early adolescence. Longitudinal data from a representative sample of school population of the Metropolitan Region of Chile was used to identify friendship dyads between students in 7th and 8th grades. Additionally, some estimates about the origin of the observed homophily are provided, as a result of selection processes in which similarity precedes friendship or, alternatively, as a result of influence processes where friendship leads to matching pairs. The results show that initiation into drugs takes place in environments that are moderately homogeneous and that influence effects are more important than selection effects.",
Network influence and organizational performance: The effects of tie strength and structural equivalence,EUROPEAN MANAGEMENT JOURNAL,Oct 2011,2011,"We combine theory and empirical evidence to develop and test three related claims about how ties strength and structural equivalence affect interorganizational performance similarity. First, network partners attain similar levels of performance because direct network ties facilitate information and resource sharing, and the diffusion of organizational practices. Organizations occupying similar network positions attain similar levels of performance because they face similar competitive constraints. Second, because mechanisms underlying performance similarity implied by direct network ties and similarity in network positions are different, strength of network ties and network position affect different dimensions of organizational performance. Third, we expect that tie strength will affect aspects of performance that are more likely to be influenced by processes activated by the direct contact between network partners. We expect structural equivalence to affect more strongly those aspects of organizational performance that are more directly influenced by competition. An analysis of interorganizational networks and organizational performance within a regional community of hospitals provides evidence in support of these claims. Models estimated on a sample of 8190 interorganizational dyads suggest that the effects of tie strength and structural equivalence on organizational performance are highly differentiated and contingent on specific aspects of performance. We show that these conclusions are robust with respect to a wide variety of other factors that may be responsible for performance similarity including competitive interdependence, structural homophily, and resource complementarity. (C) 2011 Elsevier Ltd. All rights reserved.",
Media Attention as the Outcome of a Diffusion Process-A Theoretical Framework and Cross-National Evidence on Earthquake Coverage,EUROPEAN SOCIOLOGICAL REVIEW,Oct 2011,2011,"Research on media attention has identified a range of factors that determine whether events are covered as news. However, these determinants have been derived mainly inductively and there is a great variety in their nature and number from one study to the next, partly depending on the type of news events studied. This insufficient theoretical grounding limits the possibilities for research on media attention to connect to wider social-science theorizing. We propose a unifying theoretical framework for studying media attention, which draws on theoretical concepts and research findings from the sociological literature on the diffusion of innovations. Following Rogers' suggestion to see news as a particular type of social innovation, we derive five factors that influence news diffusion from the source location of an event to an adopting medium: event characteristics, homophily between source and adopter, network ties between source and adopter, the power and status of the source, and selective exposure to similar events or to events from the same source. We apply and test this theoretical framework by analysing the coverage of > 1,300 earthquakes in the period 1990-2005 in American, British and Dutch newspapers. Our results strongly and consistently support the theoretical expectations.",
Bringing Managers Back In: Managerial Influences on Workplace Inequality,AMERICAN SOCIOLOGICAL REVIEW,Oct 2011,2011,"While great progress has been made in documenting that organizational practices affect workplace inequality, little is known about how managers in particular may shape the careers of the employees below them. Using unique longitudinal personnel data on managers and their subordinates, this study identifies and tests for evidence of three distinct mechanisms by which managers potentially influence the assessment of employee performance in the workplace: (1) social network influence between employees' current and former managers; (2) manager-manager (horizontal) homophily; and (3) manager-employee (vertical) homophily. I find evidence of the independent effects of all three mechanisms of managerial influence on the outcome of disagreement in the performance evaluation ratings of the same worker between former and current managers. In particular, my results stress that both managerial network influence and horizontal homophily affect the process of employee performance assessments, over and above the well-studied vertical homophily mechanism. I conclude by discussing the theoretical implications of these findings for future research regarding the interactional aspects of workplace inequality within contemporary organizations.",
Misery Does Not Love Company: Network Selection Mechanisms and Depression Homophily,AMERICAN SOCIOLOGICAL REVIEW,Oct 2011,2011,"Conventional wisdom holds that friends protect against depression through the social support they provide; however, depression likely has a role in structuring friendship networks. In particular, we investigate friend selection mechanisms responsible for similarity in depression among friends (i.e., homophily). Preference is one explanation, yet several correlates of depression make homophilous selection among depressed individuals unlikely. We propose two alternative mechanisms-avoidance and withdrawal-that can produce depression homophily in the absence of preference. These alternative mechanisms create homophily indirectly by limiting friendship partners available to depressed individuals. We test the preference, avoidance, and withdrawal mechanisms using data from the National Longitudinal Study of Adolescent Health and a dynamic network model. Results provide support for the withdrawal mechanism. These findings help explain how depression affects friend selection and have broader implications for understanding selection mechanisms responsible for network patterns such as homophily.",
Homophily and Contagion as Explanations for Weight Similarities Among Adolescent Friends,JOURNAL OF ADOLESCENT HEALTH,Oct 2011,2011,"Purpose: To determine whether weight-based similarities among adolescent friends result from social influence processes, after controlling for the role of weight on friendship selection and other confounding influences.Methods: Four waves of data were collected from a grade 8 cohort of adolescents (N = 156, mean age = 13.6 years) over their initial 2 years of high school. At each wave, participants reported on their friendship relations with grade-mates and had their height and weight measured by researchers to calculate their body mass index (BMI). Newly developed stochastic actor-oriented models for social networks were used to simultaneously assess the role of weight on adolescents' friendship choices, and the effect of friends' BMIs on changes in adolescent BMI.Results: Adolescents' BMIs were not significantly predicted by the BMI of their friends over the 16 months of this study. Similarities in the weights of friends were found to be driven predominantly by friendship selection, whereby adolescents, particularly those who were not overweight, preferred to initiate friendships with peers whose weight status (overweight/nonoverweight) was the same as their own.Conclusions: Weight-based similarities among friends were largely explained by the marginalization of overweight adolescents by their peers, rather than by the ""contagion"" of excess weight among friends. These findings highlight the importance of adequately modeling friendship selection processes when estimating social influence effects on adiposity. (C) 2011 Society for Adolescent Health and Medicine. All rights reserved.",
Community structure and patterns of scientific collaboration in Business and Management,SCIENTOMETRICS,Oct 2011,2011,"This paper investigates the role of homophily and focus constraint in shaping collaborative scientific research. First, homophily structures collaboration when scientists adhere to a norm of exclusivity in selecting similar partners at a higher rate than dissimilar ones. Two dimensions on which similarity between scientists can be assessed are their research specialties and status positions. Second, focus constraint shapes collaboration when connections among scientists depend on opportunities for social contact. Constraint comes in two forms, depending on whether it originates in institutional or geographic space. Institutional constraint refers to the tendency of scientists to select collaborators within rather than across institutional boundaries. Geographic constraint is the principle that, when collaborations span different institutions, they are more likely to involve scientists that are geographically co-located than dispersed. To study homophily and focus constraint, the paper will argue in favour of an idea of collaboration that moves beyond formal co-authorship to include also other forms of informal intellectual exchange that do not translate into the publication of joint work. A community-detection algorithm for formalising this perspective will be proposed and applied to the co-authorship network of the scientists that submitted to the 2001 Research Assessment Exercise in Business and Management in the UK. While results only partially support research-based homophily, they indicate that scientists use status positions for discriminating between potential partners by selecting collaborators from institutions with a rating similar to their own. Strong support is provided in favour of institutional and geographic constraints. Scientists tend to forge intra-institutional collaborations; yet, when they seek collaborators outside their own institutions, they tend to select those who are in geographic proximity. The implications of this analysis for tie creation in joint scientific endeavours are discussed.",
Homophily in stable and unstable adolescent friendships: Similarity breeds constancy,PERSONALITY AND INDIVIDUAL DIFFERENCES,Oct 2011,2011,"This study examines homophily among adolescent friends. Participants were drawn from a community-based sample of Swedish youth who ranged from 11 to 18 years old. A total of 436 girls and 338 boys identified their closest friends and described their own delinquent activities, intoxication frequency, achievement motivation, and self-worth. Correlations and difference scores describe similarity between reciprocally nominated friends on each dimension. Adolescents who remained friends from one year to the next tended to be more similar than those who did not, during the friendship and, to a lesser extent, before the friendship. Comparisons with random pairs of same-age peers revealed that age-group homophily accounts for most of the similarity between unstable friends but only a fraction of the similarity between stable friends. (C) 2011 Elsevier Ltd. All rights reserved.",
Emergence of structural patterns out of synchronization in networks with competitive interactions,SCIENTIFIC REPORTS,Sep 21 2011,2011,"Synchronization is a collective phenomenon occurring in systems of interacting units, and is ubiquitous in nature, society and technology. Recent studies have enlightened the important role played by the interaction topology on the emergence of synchronized states. However, most of these studies neglect that real world systems change their interaction patterns in time. Here, we analyze synchronization features in networks in which structural and dynamical features co-evolve. The feedback of the node dynamics on the interaction pattern is ruled by the competition of two mechanisms: homophily (reinforcing those interactions with other correlated units in the graph) and homeostasis (preserving the value of the input strength received by each unit). The competition between these two adaptive principles leads to the emergence of key structural properties observed in real world networks, such as modular and scale-free structures, together with a striking enhancement of local synchronization in systems with no global order.",
"BEFRIENDING THE ""OTHER"": PATTERNS OF SOCIAL TIES BETWEEN THE RELIGIOUS AND NON-RELIGIOUS",SOCIOLOGICAL PERSPECTIVES,FAL 2011,2011,"Aside from the literature on inter-racial and cross-sex relationships, few studies have examined the determinants of relationships that cross social boundaries. The authors contribute to this literature by considering the social boundary between the religious and the non-religious. Surveys of U.S. adults provide evidence of popular aversion toward the non-religious, but this analysis of the Baylor Religion Survey (2005) shows that the majority of religious Americans report a friendship with someone who is not religious at all. The authors find that such boundary-crossing relationships are largely structured by homophily, opportunities for intergroup contact, and religious barriers to intergroup contact. These findings reveal that some religiously themed conflicts that are common among cultural elites may not be particularly salient in the realm of daily social life.",
Measuring Information Diffusion in an Online Community,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,FAL 2011,2011,"Measuring peer influence in social networks is an important business and policy question that has become increasingly salient with the development of globally interconnected information and communication technology networks. However, in spite of the new data sources available today, researchers still face many of the same measurement challenges that have been present in the literature for over four decades: homophily, reflection and selection problems, identifying the source of influence, and determining preexisting knowledge. The goal of this paper is to develop an empirical approach for measuring information diffusion and discovery in online social networks that have these measurement challenges. We develop such an approach and apply it to data collected from 4,000 users of an online music community. We show that peers on such networks significantly increase music discovery. Moreover, we demonstrate how future research can use this method to measure information discovery and diffusion using data from other online social networks.",
Examinations of Urban Effects on Homophily in Japan: Multilevel Analysis of Ego-Centric Network Data,SOCIOLOGICAL THEORY AND METHODS,Sep 2011,2011,"In urban sociology, C.S. Fischer has argued that urbanism promote homophily of networks. Because urbanism gives us low limitation of social relations, people choice alters who has similar characteristic. This argument is a major focus of Fischer's subcultural theory of urbanism, but only few attempts have so far been made at studying about urban effect on homophily in Japan.So I applied the multilevel model to ego-centric network data, and investigated to urban effects on homophily of four dimensions that are age, education, occupation, and hobbies. By multilevel analysis, I obtain two results. First, urban effects have not appeared in homophily of age, education, occupation. Second, urbanism promote homophily of hobbies. These results showed that homophily of hobbies is more important in Japan, and we need to reexamine subcultural theory through sharing hobbies.",
"How Do They 'End Up Together'? A Social Network Analysis of Self-Control, Homophily, and Adolescent Relationships",JOURNAL OF QUANTITATIVE CRIMINOLOGY,Sep 2011,2011,"Self-control theory (Gottfredson and Hirschi 1990) argues that individuals with similar attributes tend to 'end up together' (i.e., homophily) because of the tendency to select friends based on self-control. Studies documenting homophily in peer groups interpret the correlation between self-control, peer delinquency, and self-reported delinquency as evidence that self-control is an influential factor in friendship formation. However, past studies are limited because they do not directly test the hypothesis that self-control influences friendship selection, nor do they account for other mechanisms that may influence decisions. As a result, it is unclear whether the correlation between individual and peer behavior is the result of selection based on self-control or alternative mechanisms. To address this gap in the literature this study employs exponential random graph modeling to test hypotheses derived from self-control theory using approximately 63,000 respondents from 59 schools from the National Longitudinal Survey of Adolescent Health (Add Health). In contrast to the predictions made by Gottfredson and Hirschi (1990), and the conclusions drawn from prior research, there is little evidence that self-control influences friendship selection. The findings are embedded in past work on the relationship between self-control and peer relationships, and implications for future research are discussed.",
